Date,Open,High,Low,Close,Volume
12/11/2007,2019,2039,1674,2019,747468480
13/11/2007,1994,2167,1970,1994,160843008
14/11/2007,1994,2043,1970,1994,47381500
15/11/2007,1994,2019,1945,1994,66325500
19/11/2007,1970,1970,1945,1945,20627500
20/11/2007,1945,1940,1901,1940,39773000
22/11/2007,1822,1861,1773,1822,20720000
27/11/2007,1911,1930,1891,1911,9336500
28/11/2007,1901,1930,1891,1901,7940000
29/11/2007,1901,1960,1901,1901,30545500
30/11/2007,1901,1920,1891,1901,11887000
03/12/2007,1901,1920,1891,1901,12010000
04/12/2007,1940,1950,1901,1940,25493500
05/12/2007,1999,1999,1930,1999,60380000
06/12/2007,1994,2019,1945,1994,12711500
07/12/2007,1945,1994,1920,1945,7658500
10/12/2007,1911,1960,1891,1911,20226000
11/12/2007,1920,1930,1911,1920,10060500
12/12/2007,1920,1930,1911,1920,10137500
13/12/2007,1911,1920,1911,1911,9493000
17/12/2007,1901,1920,1891,1901,7611500
19/12/2007,1881,1881,1861,1881,1651500
27/12/2007,1891,1930,1891,1901,3235500
28/12/2007,1901,1901,1861,1871,7779000
03/01/2008,1881,1881,1861,1881,2258500
04/01/2008,1901,1901,1861,1901,8347000
07/01/2008,1970,1970,1881,1970,38466500
08/01/2008,1920,1994,1896,1920,25021500
09/01/2008,1911,1920,1891,1911,12220500
14/01/2008,1881,1911,1861,1881,24230500
15/01/2008,1842,1901,1832,1842,8660500
16/01/2008,1792,1851,1753,1792,10519500
17/01/2008,1822,1832,1773,1822,7659000
18/01/2008,1783,1802,1763,1783,3719500
21/01/2008,1704,1783,1694,1704,12954000
22/01/2008,1615,1664,1536,1615,42017000
23/01/2008,1674,1753,1635,1674,51378000
24/01/2008,1733,1763,1664,1733,44703500
25/01/2008,1773,1783,1743,1773,16915000
28/01/2008,1714,1753,1694,1714,4360500
29/01/2008,1704,1733,1694,1704,2664000
30/01/2008,1704,1723,1694,1704,1493500
31/01/2008,1723,1733,1694,1723,2182000
01/02/2008,1714,1733,1704,1714,4353000
04/02/2008,1753,1763,1704,1753,11619000
05/02/2008,1733,1753,1723,1733,5194000
06/02/2008,1733,1714,1674,1694,3138500
11/02/2008,1674,1684,1664,1674,2744000
12/02/2008,1664,1684,1654,1664,1041000
13/02/2008,1664,1704,1664,1664,2763500
14/02/2008,1684,1694,1674,1684,2538000
15/02/2008,1664,1694,1664,1664,1966000
18/02/2008,1684,1704,1674,1684,4251000
19/02/2008,1714,1714,1684,1714,6281500
20/02/2008,1694,1714,1674,1694,11749500
21/02/2008,1684,1694,1674,1684,3351500
22/02/2008,1704,1714,1674,1704,7366500
25/02/2008,1684,1704,1674,1684,5921500
26/02/2008,1664,1694,1654,1664,5719500
27/02/2008,1645,1674,1635,1645,11398000
28/02/2008,1645,1654,1645,1645,1890500
29/02/2008,1645,1654,1635,1645,2856000
03/03/2008,1654,1654,1605,1654,7691500
04/03/2008,1615,1645,1605,1615,3747500
05/03/2008,1605,1615,1586,1605,1328000
06/03/2008,1595,1605,1595,1595,1198000
10/03/2008,1526,1595,1526,1526,4149000
11/03/2008,1517,1526,1477,1517,2277500
12/03/2008,1526,1576,1507,1526,2282500
13/03/2008,1438,1526,1438,1438,3323500
14/03/2008,1408,1458,1389,1408,8470000
17/03/2008,1408,1359,1211,1408,5609000
18/03/2008,1270,1280,1201,1270,6482500
19/03/2008,1251,1300,1251,1251,4859500
24/03/2008,1231,1270,1211,1231,1831000
25/03/2008,1349,1389,1241,1349,24274500
26/03/2008,1418,1458,1359,1418,20630000
27/03/2008,1408,1418,1379,1408,3970500
28/03/2008,1389,1418,1389,1389,3590000
31/03/2008,1379,1389,1369,1379,844500
01/04/2008,1379,1379,1320,1339,1757500
02/04/2008,1300,1349,1300,1300,637000
03/04/2008,1241,1300,1231,1241,2459500
08/04/2008,1270,1310,1270,1270,2324000
09/04/2008,1231,1290,1231,1231,2738000
10/04/2008,1251,1261,1211,1251,1648000
11/04/2008,1290,1320,1270,1290,4193500
14/04/2008,1280,1290,1251,1280,2963000
15/04/2008,1270,1329,1270,1270,5069500
16/04/2008,1320,1349,1280,1320,5139000
17/04/2008,1339,1408,1310,1339,7784000
18/04/2008,1339,1369,1339,1339,1718000
21/04/2008,1320,1359,1320,1320,1174000
22/04/2008,1349,1359,1310,1349,4451500
23/04/2008,1339,1369,1320,1339,1762000
24/04/2008,1349,1349,1329,1349,898000
25/04/2008,1320,1339,1310,1320,1199000
28/04/2008,1349,1398,1339,1349,8307000
03/06/2008,1320,1359,1310,1320,14230500
04/06/2008,1329,1329,1300,1329,3694500
05/06/2008,1310,1329,1290,1310,7616000
06/06/2008,1310,1329,1310,1310,1716500
09/06/2008,1290,1300,1280,1290,3069000
10/06/2008,1251,1290,1221,1251,10557000
11/06/2008,1231,1241,1221,1231,6551500
12/06/2008,1211,1231,1211,1211,5844500
13/06/2008,1211,1221,1201,1211,5748500
16/06/2008,1211,1231,1201,1211,3971000
17/06/2008,1201,1231,1192,1201,3978500
18/06/2008,1192,1211,1172,1192,25641000
19/06/2008,1182,1192,1172,1182,2701000
20/06/2008,1182,1192,1182,1182,2760000
23/06/2008,1172,1182,1172,1172,1743500
24/06/2008,1162,1182,1162,1162,3737000
25/06/2008,1152,1162,1142,1152,6193500
26/06/2008,1162,1172,1142,1162,3066000
27/06/2008,1152,1152,1142,1152,1400500
30/06/2008,1142,1152,1133,1142,2034500
01/07/2008,1162,1172,1142,1162,3747000
02/07/2008,1182,1211,1162,1182,11767500
03/07/2008,1133,1182,1123,1133,6753500
04/07/2008,1142,1152,1133,1142,1985000
07/07/2008,1133,1142,1123,1133,832000
08/07/2008,1103,1142,1103,1103,1748000
09/07/2008,1133,1152,1113,1133,3578000
10/07/2008,1123,1133,1113,1123,2318000
11/07/2008,1142,1142,1113,1142,2868500
14/07/2008,1133,1142,1123,1133,1884500
15/07/2008,1123,1133,1093,1123,4379500
16/07/2008,1123,1123,1103,1123,3586000
