Date,Open,High,Low,Close,Volume
07/10/2010,5950,6200,5700,5950,285232512
08/10/2010,5700,6000,5650,5700,36133500
11/10/2010,5450,5700,5200,5450,51058000
12/10/2010,5550,5750,5300,5550,25410000
13/10/2010,5600,5650,5500,5600,10046000
14/10/2010,5550,5700,5450,5550,19075000
15/10/2010,5450,5600,5450,5450,6619500
18/10/2010,5450,5500,5350,5450,15639500
19/10/2010,5350,5450,5300,5350,20073000
20/10/2010,5400,5400,5250,5400,8832500
21/10/2010,5350,5400,5350,5350,4724500
22/10/2010,5200,5350,5150,5200,18923000
25/10/2010,5550,5600,5150,5550,34276500
26/10/2010,5500,5650,5400,5500,10651000
27/10/2010,5550,5550,5400,5550,6494500
28/10/2010,5750,5800,5550,5750,20279500
29/10/2010,5700,5750,5650,5700,6309500
01/11/2010,5550,5750,5550,5550,2484500
02/11/2010,5400,5550,5350,5400,8148500
03/11/2010,5300,5400,5250,5300,16118000
04/11/2010,5250,5350,5200,5250,8855500
05/11/2010,5200,5300,5150,5200,7980500
08/11/2010,5400,5400,5250,5400,14613500
09/11/2010,5250,5350,5200,5250,17902500
10/11/2010,5250,5300,5200,5250,3449500
11/11/2010,5250,5250,5100,5250,16393500
12/11/2010,5200,5300,5000,5200,20621500
15/11/2010,5150,5200,5050,5150,8205500
16/11/2010,5350,5350,5100,5350,8786500
18/11/2010,5300,5350,5200,5300,4575500
19/11/2010,5400,5400,5200,5400,12805000
22/11/2010,5350,5400,5300,5350,2165500
23/11/2010,5150,5350,5150,5150,11710500
24/11/2010,5100,5200,5050,5100,10250000
25/11/2010,5100,5150,5050,5100,4898000
26/11/2010,5200,5200,5100,5200,4022500
29/11/2010,5150,5200,5100,5150,2874000
30/11/2010,5100,5200,5050,5100,3644000
01/12/2010,5100,5150,5050,5100,3918000
02/12/2010,5150,5200,5100,5150,6359000
03/12/2010,5050,5200,5000,5050,7248000
06/12/2010,4875,5100,4850,4875,18041500
08/12/2010,4750,4875,4700,4750,30170500
09/12/2010,4700,4775,4600,4700,25816000
10/12/2010,4750,4750,4625,4750,34419500
13/12/2010,4650,4800,4650,4650,15073000
14/12/2010,4600,4700,4550,4600,11760500
15/12/2010,4500,4575,4400,4500,22966000
16/12/2010,4600,4650,4450,4600,18348000
17/12/2010,4525,4625,4475,4525,13683000
20/12/2010,4550,4600,4500,4550,4267500
21/12/2010,4675,4700,4550,4675,13772000
22/12/2010,4600,4700,4550,4600,6012000
23/12/2010,4500,4600,4475,4500,9525500
27/12/2010,4475,4550,4475,4475,2356000
28/12/2010,4575,4600,4500,4575,7335000
29/12/2010,4650,4675,4600,4650,7007500
30/12/2010,4675,4675,4575,4675,8325500
03/01/2011,4725,4775,4625,4725,14403000
04/01/2011,4975,5000,4725,4975,39468500
05/01/2011,5050,5150,4925,5050,21939500
06/01/2011,4925,5100,4900,4925,4967000
07/01/2011,4875,4925,4825,4875,9431500
10/01/2011,4725,4875,4650,4725,7001500
11/01/2011,4500,4775,4450,4500,5739000
12/01/2011,4600,4600,4500,4600,22126000
13/01/2011,4575,4650,4550,4575,15074500
14/01/2011,4750,4775,4575,4750,23494500
17/01/2011,4800,4850,4750,4800,10507500
18/01/2011,4775,4850,4750,4775,4135000
19/01/2011,4750,4825,4675,4750,4374500
20/01/2011,4525,4750,4525,4525,4369000
21/01/2011,4425,4500,4350,4425,6863500
24/01/2011,4400,4450,4350,4400,4732000
25/01/2011,4550,4550,4425,4550,3440500
26/01/2011,4750,4775,4550,4750,9479000
27/01/2011,4750,4825,4725,4750,5849500
28/01/2011,4725,4750,4675,4725,4153500
31/01/2011,4575,4650,4550,4575,4533500
01/02/2011,4600,4675,4575,4600,4569000
02/02/2011,4575,4650,4575,4575,3750500
04/02/2011,4625,4625,4575,4625,4787000
07/02/2011,4575,4625,4525,4575,2943000
08/02/2011,4550,4650,4550,4550,2558500
09/02/2011,4425,4575,4375,4425,9119000
10/02/2011,4325,4500,4325,4325,9558000
11/02/2011,4375,4400,4325,4375,3645500
14/02/2011,4350,4425,4325,4350,4330000
16/02/2011,4350,4400,4300,4350,3910500
17/02/2011,4350,4425,4350,4350,2900000
18/02/2011,4400,4450,4375,4400,5443000
21/02/2011,4425,4450,4350,4425,6542000
22/02/2011,4425,4475,4375,4425,6579500
23/02/2011,4525,4525,4400,4525,13229000
24/02/2011,4550,4575,4475,4550,9609500
25/02/2011,4650,4675,4525,4650,7488500
28/02/2011,4575,4650,4550,4575,1225000
02/03/2011,4750,4750,4650,4750,2370500
03/03/2011,4800,4825,4750,4800,4735000
04/03/2011,4775,4825,4750,4775,7015000
07/03/2011,4750,4775,4700,4750,4351000
08/03/2011,4750,4750,4725,4750,3392000
09/03/2011,4775,4825,4750,4775,2968000
10/03/2011,4800,4825,4725,4800,8613000
11/03/2011,4750,4800,4725,4750,5257000
14/03/2011,4775,4775,4725,4775,4035000
15/03/2011,4775,4775,4650,4775,8095500
16/03/2011,4950,4950,4700,4950,13292000
17/03/2011,4950,4950,4850,4950,5263500
18/03/2011,5000,5000,4925,5000,7466000
21/03/2011,5000,5050,4975,5000,6875000
23/03/2011,5100,5100,5050,5100,6228000
24/03/2011,5100,5200,5100,5100,8300000
25/03/2011,5000,5150,4950,5000,3482500
28/03/2011,5050,5050,4975,5050,1321500
29/03/2011,5100,5150,5000,5100,2906000
30/03/2011,5200,5200,5100,5200,4059000
31/03/2011,5300,5300,5150,5300,13517000
01/04/2011,5200,5300,5200,5200,4168500
04/04/2011,5150,5250,5100,5150,4885000
05/04/2011,5250,5250,5150,5250,3750000
06/04/2011,5350,5350,5150,5350,7891500
07/04/2011,5350,5400,5300,5350,8309500
08/04/2011,5400,5400,5250,5400,8221000
11/04/2011,5300,5450,5300,5300,6621500
12/04/2011,5350,5400,5250,5350,4611000
13/04/2011,5350,5350,5300,5350,2133000
14/04/2011,5350,5350,5300,5350,5266000
15/04/2011,5350,5350,5300,5350,3056000
18/04/2011,5400,5400,5350,5400,1959500
19/04/2011,5400,5400,5300,5400,3579500
20/04/2011,5350,5450,5350,5350,8487000
21/04/2011,5350,5450,5300,5350,6968500
26/04/2011,5350,5400,5300,5350,2037000
27/04/2011,5400,5450,5350,5400,9903500
28/04/2011,5400,5450,5350,5400,2326500
29/04/2011,5400,5400,5300,5400,1924500
02/05/2011,5300,5350,5250,5300,2785500
03/05/2011,5200,5300,5200,5200,2699500
04/05/2011,5250,5300,5200,5250,1548000
05/05/2011,5200,5250,5150,5200,3737500
06/05/2011,5250,5250,5150,5250,1779000
09/05/2011,5200,5250,5200,5200,1245500
10/05/2011,5200,5250,5150,5200,3489000
11/05/2011,5250,5250,5150,5250,10798500
12/05/2011,5150,5250,5150,5150,2601000
13/05/2011,5250,5300,5150,5250,3165000
16/05/2011,5200,5250,5200,5200,1725000
18/05/2011,5250,5300,5150,5250,3821000
19/05/2011,5250,5350,5200,5250,4032500
20/05/2011,5300,5400,5250,5300,7670000
23/05/2011,5350,5350,5200,5350,5911000
24/05/2011,5250,5350,5200,5250,7172500
25/05/2011,5250,5250,5200,5250,3424000
26/05/2011,5250,5300,5200,5250,4167500
27/05/2011,5200,5250,5150,5200,12638500
30/05/2011,5100,5200,5100,5100,4434500
31/05/2011,5050,5200,5050,5050,6614500
01/06/2011,5200,5200,5100,5200,3422000
03/06/2011,5050,5150,5050,5050,3369500
06/06/2011,5100,5150,5050,5100,6034500
07/06/2011,5100,5100,5050,5100,1167500
08/06/2011,5100,5150,5050,5100,3337500
09/06/2011,5050,5150,5000,5050,690000
10/06/2011,5100,5100,5050,5100,4375000
13/06/2011,5050,5150,5000,5050,5902500
14/06/2011,5150,5150,4975,5150,3793500
15/06/2011,5000,5150,5000,5000,3569000
16/06/2011,5000,5050,5000,5000,1993500
17/06/2011,4925,5050,4925,4925,8110000
20/06/2011,5100,5100,4950,5100,3227500
21/06/2011,5200,5300,5050,5200,6255500
22/06/2011,5300,5300,5050,5300,4176500
23/06/2011,5400,5400,5150,5400,3766500
24/06/2011,5400,5400,5300,5400,6876500
27/06/2011,5300,5400,5250,5300,2010500
28/06/2011,5300,5350,5300,5300,729000
30/06/2011,5400,5450,5300,5400,3616500
01/07/2011,5600,5600,5400,5600,16248500
05/07/2011,5600,5800,5600,5600,853500
06/07/2011,5550,5650,5500,5550,2226500
07/07/2011,5750,5750,5500,5750,3627500
08/07/2011,5700,5750,5650,5700,4264500
11/07/2011,5700,5700,5600,5700,5910000
12/07/2011,5600,5700,5600,5600,10311500
13/07/2011,5650,5700,5600,5650,2784000
14/07/2011,5650,5700,5650,5650,818000
15/07/2011,5700,5800,5650,5700,12023000
18/07/2011,5700,5800,5700,5700,4345500
19/07/2011,5750,5800,5700,5750,4483000
20/07/2011,5750,5800,5750,5750,2334000
21/07/2011,5700,5750,5700,5700,1154000
22/07/2011,5750,5800,5700,5750,952000
25/07/2011,5700,5800,5650,5700,1667500
26/07/2011,5700,5750,5650,5700,3918000
27/07/2011,5650,5700,5600,5650,2918500
28/07/2011,5650,5650,5500,5650,2351000
29/07/2011,5800,5800,5600,5800,6048500
01/08/2011,6000,6000,5850,6000,8052500
02/08/2011,5800,6000,5750,5800,4452500
03/08/2011,5750,5850,5650,5750,3381000
04/08/2011,5900,6000,5800,5900,6431000
05/08/2011,5600,5700,5550,5600,9725500
09/08/2011,5550,5650,5350,5550,8174500
10/08/2011,5600,5750,5500,5600,4324000
11/08/2011,5750,5800,5500,5750,4240500
12/08/2011,5850,5850,5750,5850,2303000
15/08/2011,5850,5950,5850,5850,1902500
18/08/2011,5700,6000,5700,5700,8526000
19/08/2011,5500,5650,5500,5500,8231000
22/08/2011,5600,5800,5450,5600,2811000
23/08/2011,5750,5750,5600,5750,2107000
24/08/2011,5600,5800,5500,5600,6307000
25/08/2011,5550,5650,5500,5550,5796500
26/08/2011,5300,5500,5300,5300,8392500
05/09/2011,5150,5400,5100,5150,5026500
06/09/2011,5000,5150,4925,5000,15217000
07/09/2011,5000,5050,4925,5000,21385500
08/09/2011,5300,5350,4975,5300,15842500
09/09/2011,5550,5600,5300,5550,9186000
12/09/2011,5300,5450,5250,5300,7145500
13/09/2011,5200,5350,5200,5200,6961500
14/09/2011,5150,5250,5100,5150,4044000
15/09/2011,5200,5250,5050,5200,2006500
16/09/2011,5350,5400,5250,5350,3965000
19/09/2011,5300,5350,5250,5300,5638000
20/09/2011,5400,5400,5200,5400,2579000
21/09/2011,5250,5450,5200,5250,1125500
22/09/2011,4950,5200,4950,4950,8679500
23/09/2011,4650,4750,3800,4650,9869000
26/09/2011,4425,4775,4000,4425,7978000
27/09/2011,4800,4950,4475,4800,8339500
28/09/2011,4675,4875,4650,4675,6621500
29/09/2011,4725,4800,4600,4725,2268500
30/09/2011,4925,5000,4725,4925,2816000
03/10/2011,4750,4925,4650,4750,1469000
04/10/2011,4725,4800,4650,4725,2597000
05/10/2011,4975,4975,4700,4975,1385000
06/10/2011,5150,5300,5050,5150,3356500
07/10/2011,5200,5300,5100,5200,1608000
10/10/2011,5150,5200,5100,5150,132000
11/10/2011,5200,5350,5200,5200,662000
12/10/2011,5200,5300,5200,5200,1071500
13/10/2011,5350,5400,5200,5350,1442500
14/10/2011,5350,5400,5300,5350,134000
17/10/2011,5300,5400,5300,5300,908000
18/10/2011,5100,5250,5100,5100,1136500
19/10/2011,5200,5200,5150,5200,1012000
20/10/2011,5150,5200,5050,5150,394500
21/10/2011,5150,5250,5050,5150,314000
24/10/2011,5200,5350,5200,5200,1706000
25/10/2011,5250,5300,5200,5250,608000
26/10/2011,5250,5300,5150,5250,548500
27/10/2011,5400,5400,5250,5400,1750500
28/10/2011,5600,5750,5500,5600,7095500
31/10/2011,5300,5650,5200,5300,4469000
01/11/2011,4975,5250,4950,4975,6432500
02/11/2011,5250,5300,4875,5250,5450000
03/11/2011,5050,5250,5050,5050,2295500
04/11/2011,5200,5300,5150,5200,5415500
07/11/2011,5050,5200,5050,5050,1886500
08/11/2011,5150,5200,5050,5150,1415500
09/11/2011,5200,5250,5100,5200,5683500
10/11/2011,5050,5100,5000,5050,3241500
11/11/2011,5000,5100,4975,5000,4625500
14/11/2011,5150,5150,5050,5150,3456500
15/11/2011,5200,5250,5100,5200,801000
16/11/2011,5200,5250,5150,5200,2785000
17/11/2011,5150,5200,5100,5150,213000
18/11/2011,5150,5150,5050,5150,303000
21/11/2011,5100,5200,5050,5100,1722000
22/11/2011,5000,5150,5000,5000,1248500
23/11/2011,4975,5100,4875,4975,2718500
24/11/2011,4925,5000,4925,4925,4389000
25/11/2011,4950,4950,4925,4950,1864500
28/11/2011,5000,5050,5000,5000,544000
29/11/2011,5100,5100,5050,5100,1495000
30/11/2011,5150,5200,5050,5150,3445500
02/12/2011,5050,5150,5000,5050,820500
05/12/2011,5100,5150,5100,5100,2381500
06/12/2011,4925,5100,4925,4925,1133500
07/12/2011,4950,5050,4950,4950,826500
08/12/2011,4925,5050,4925,4925,628000
09/12/2011,4950,4975,4875,4950,464500
12/12/2011,4975,5000,4950,4975,1722500
13/12/2011,4975,5000,4925,4975,194000
14/12/2011,5000,5000,4925,5000,406500
15/12/2011,5000,5050,4900,5000,719500
16/12/2011,5100,5150,4975,5100,1118000
19/12/2011,5150,5150,5000,5150,426000
20/12/2011,5100,5150,5100,5100,186500
21/12/2011,5100,5200,5050,5100,151000
22/12/2011,5100,5100,5050,5100,187500
23/12/2011,5000,5150,5000,5000,717000
27/12/2011,4975,5050,4950,4975,615000
28/12/2011,5000,5100,4975,5000,893500
29/12/2011,5100,5200,4975,5100,413000
30/12/2011,5200,5200,5050,5200,1157000
02/01/2012,5150,5150,5000,5150,745000
03/01/2012,5250,5250,5100,5250,1737000
04/01/2012,5300,5350,5200,5300,726000
05/01/2012,5150,5300,5150,5150,1864500
06/01/2012,5050,5250,4975,5050,2546500
09/01/2012,5150,5150,5000,5150,2160000
10/01/2012,5250,5250,5150,5250,1109000
11/01/2012,5150,5250,5100,5150,1839000
12/01/2012,5100,5200,5000,5100,2033000
13/01/2012,5150,5150,5050,5150,2662000
16/01/2012,5050,5150,5000,5050,3032000
17/01/2012,5100,5150,5050,5100,571000
18/01/2012,5050,5100,5050,5050,4610000
19/01/2012,5100,5150,5100,5100,1437500
20/01/2012,5150,5200,5050,5150,5347500
24/01/2012,5050,5150,5050,5050,660500
25/01/2012,5050,5050,5000,5050,548000
26/01/2012,5050,5100,5000,5050,9611500
27/01/2012,5100,5150,5000,5100,2832500
31/01/2012,5100,5100,5000,5100,4908000
01/02/2012,5200,5200,5050,5200,4836000
02/02/2012,5150,5200,5100,5150,3055000
03/02/2012,5150,5200,5100,5150,1363000
06/02/2012,5200,5200,5100,5200,2121000
07/02/2012,5150,5200,5100,5150,978500
08/02/2012,5350,5350,5200,5350,5386500
09/02/2012,5600,5600,5250,5600,13459500
10/02/2012,5500,5600,5450,5500,4210000
13/02/2012,5500,5550,5400,5500,3247500
14/02/2012,5450,5550,5400,5450,3642000
15/02/2012,5450,5500,5450,5450,1038500
16/02/2012,5350,5400,5350,5350,3055500
17/02/2012,5450,5500,5350,5450,3095500
20/02/2012,5550,5550,5350,5550,2520500
21/02/2012,5600,5650,5550,5600,4118500
22/02/2012,5500,5600,5450,5500,564000
23/02/2012,5500,5550,5450,5500,2433000
24/02/2012,5550,5550,5400,5550,2887000
27/02/2012,5450,5550,5400,5450,1899000
28/02/2012,5500,5550,5450,5500,1254000
29/02/2012,5650,5650,5500,5650,3759500
01/03/2012,5600,5650,5550,5600,1811500
02/03/2012,5600,5700,5550,5600,1901000
05/03/2012,5450,5600,5450,5450,678000
08/03/2012,5400,5500,5350,5400,4123500
09/03/2012,5450,5600,5400,5450,1532500
12/03/2012,5300,5500,5300,5300,2549000
13/03/2012,5450,5500,5350,5450,3031000
14/03/2012,5400,5500,5350,5400,1808500
15/03/2012,5450,5450,5300,5450,1532500
16/03/2012,5250,5500,5250,5250,5974500
19/03/2012,5200,5300,5200,5200,2159000
20/03/2012,5150,5300,5150,5150,3154000
21/03/2012,5200,5300,5200,5200,1204500
22/03/2012,5400,5400,5250,5400,2509500
26/03/2012,5300,5400,5250,5300,312000
27/03/2012,5350,5450,5300,5350,973000
28/03/2012,5400,5400,5300,5400,798000
29/03/2012,5250,5300,5200,5250,4585500
30/03/2012,5450,5550,5300,5450,5257500
02/04/2012,5400,5550,5400,5400,1919000
04/04/2012,5200,5300,5150,5200,5436000
05/04/2012,5200,5250,5150,5200,1491000
09/04/2012,5200,5200,5150,5200,2604500
10/04/2012,5200,5250,5200,5200,1037000
11/04/2012,5100,5200,5100,5100,1636000
12/04/2012,5100,5200,5100,5100,800500
13/04/2012,5250,5300,5150,5250,2825000
16/04/2012,5150,5200,5100,5150,4451000
17/04/2012,5200,5250,5150,5200,2501500
18/04/2012,5200,5250,5150,5200,4282000
19/04/2012,5100,5200,5100,5100,1757000
20/04/2012,5100,5150,5050,5100,981500
23/04/2012,5000,5100,5000,5000,2320500
24/04/2012,5000,5100,5000,5000,4029500
25/04/2012,5150,5150,5000,5150,2691000
26/04/2012,5200,5250,5150,5200,1374000
27/04/2012,5150,5250,5100,5150,937500
30/04/2012,5650,5650,5300,5650,12756000
02/05/2012,5750,5750,5550,5750,4676000
03/05/2012,5700,5700,5650,5700,6170000
04/05/2012,5800,5800,5700,5800,1585000
07/05/2012,5800,5800,5650,5800,5362000
08/05/2012,5850,5900,5750,5850,4811000
09/05/2012,5850,5850,5750,5850,2894000
10/05/2012,5800,5850,5700,5800,1259000
11/05/2012,5800,5850,5700,5800,4667000
14/05/2012,5650,5850,5650,5650,3704500
15/05/2012,5750,5850,5500,5750,5114000
16/05/2012,5650,5750,5400,5650,526500
21/05/2012,5700,5800,5550,5700,2778000
22/05/2012,5750,5850,5700,5750,6254500
23/05/2012,5700,5750,5700,5700,2930500
24/05/2012,5750,5800,5700,5750,6615500
25/05/2012,5650,5800,5450,5650,3282000
28/05/2012,5700,5800,5650,5700,1378000
29/05/2012,5700,5800,5700,5700,1070000
30/05/2012,5650,5750,5650,5650,2247000
31/05/2012,5650,5750,5400,5650,4127500
01/06/2012,5600,5800,5400,5600,1269500
04/06/2012,5450,5700,5450,5450,2545000
05/06/2012,5500,5650,5450,5500,1432500
06/06/2012,5700,5800,5500,5700,2628500
07/06/2012,5650,5800,5650,5650,835500
08/06/2012,5600,5750,5600,5600,397000
11/06/2012,5650,5750,5650,5650,463500
12/06/2012,5700,5750,5650,5700,1343000
13/06/2012,5650,5750,5650,5650,1529500
14/06/2012,5750,5800,5650,5750,471500
15/06/2012,5750,5800,5700,5750,489000
19/06/2012,5700,5850,5700,5700,1301000
20/06/2012,5700,5750,5650,5700,1083000
21/06/2012,5750,5800,5650,5750,976000
22/06/2012,5750,5750,5600,5750,897000
26/06/2012,5700,5700,5700,5700,24500
27/06/2012,5700,5750,5600,5650,2354000
28/06/2012,5650,5650,5600,5600,1458500
29/06/2012,5600,5750,5600,5750,5567000
02/07/2012,5800,5800,5750,5800,4807000
03/07/2012,5800,5800,5750,5800,778000
04/07/2012,5750,5850,5700,5750,1754000
05/07/2012,5850,5900,5700,5850,13732500
06/07/2012,5900,5950,5850,5900,9691000
09/07/2012,5900,5950,5800,5900,5920000
10/07/2012,6300,6300,5950,6300,26815500
11/07/2012,6550,6700,6250,6550,15587000
12/07/2012,6500,6600,6400,6500,4176500
13/07/2012,6750,6850,6550,6750,2674000
16/07/2012,6600,6750,6600,6600,3203500
17/07/2012,6600,6650,6350,6600,5170000
18/07/2012,6400,6550,6300,6400,5014500
19/07/2012,6450,6500,6350,6450,3665000
20/07/2012,6550,6600,6500,6550,3114000
23/07/2012,6450,6600,6400,6450,2206500
24/07/2012,6350,6600,6350,6350,2477500
25/07/2012,6550,6550,6400,6550,1646000
26/07/2012,6550,6600,6500,6550,2022500
27/07/2012,6450,6600,6450,6450,1806000
30/07/2012,6450,6650,6400,6450,2500000
31/07/2012,6600,6600,6450,6600,1249500
01/08/2012,6650,6650,6450,6650,1389500
02/08/2012,6550,6650,6500,6550,2082500
03/08/2012,6700,6700,6450,6700,1238000
06/08/2012,6600,6750,6600,6600,1267500
07/08/2012,6500,6650,6450,6500,3076000
08/08/2012,6450,6600,6450,6450,2127000
09/08/2012,6550,6550,6450,6550,1061000
10/08/2012,6600,6600,6500,6600,1115000
13/08/2012,6550,6600,6500,6550,1674500
14/08/2012,6550,6600,6550,6550,609000
15/08/2012,6550,6600,6550,6550,219500
16/08/2012,6650,6650,6550,6650,2012000
23/08/2012,6550,6650,6450,6550,4678500
24/08/2012,6750,6750,6600,6750,4534000
27/08/2012,6700,6750,6700,6700,349500
28/08/2012,6750,6850,6650,6750,7763500
29/08/2012,6500,6800,6500,6500,4110000
30/08/2012,6400,6550,6400,6400,3156500
31/08/2012,6550,6600,6400,6550,1970500
03/09/2012,6550,6650,6400,6550,4859000
04/09/2012,6550,6600,6500,6550,2375000
05/09/2012,6450,6550,6450,6450,1241000
06/09/2012,6400,6500,6350,6400,3060000
07/09/2012,6300,6500,6300,6300,2171000
10/09/2012,6300,6350,6200,6300,2757000
11/09/2012,6350,6350,6250,6350,1742000
12/09/2012,6400,6450,6350,6400,1661500
13/09/2012,6300,6450,6300,6300,4475500
14/09/2012,6400,6450,6300,6400,3791500
17/09/2012,6300,6450,6250,6300,6945000
18/09/2012,6250,6350,6150,6250,3101500
19/09/2012,6400,6400,6250,6400,2043000
20/09/2012,6350,6450,6300,6350,7360000
21/09/2012,6450,6450,6350,6450,1792500
24/09/2012,6350,6500,6350,6350,1466000
25/09/2012,6400,6500,6350,6400,1972000
26/09/2012,6350,6350,6250,6350,2861500
27/09/2012,6350,6450,6250,6350,961500
28/09/2012,6350,6450,6300,6350,1968000
01/10/2012,6400,6450,6300,6400,3025000
02/10/2012,6600,6600,6400,6600,7320000
03/10/2012,6600,6650,6500,6600,3575500
04/10/2012,6650,6700,6600,6650,3659000
05/10/2012,6900,6950,6750,6900,6724500
08/10/2012,6950,7100,6800,6950,12022000
09/10/2012,6800,7050,6750,6800,3532500
10/10/2012,7000,7000,6700,7000,5568500
11/10/2012,7350,7350,6950,7350,5254000
12/10/2012,7550,7600,7300,7550,5176500
15/10/2012,7600,7750,7400,7600,6959500
16/10/2012,7450,7600,7300,7450,4970500
17/10/2012,7450,7500,7350,7450,1650500
18/10/2012,7400,7650,7400,7400,4878500
19/10/2012,7250,7500,7200,7250,3608000
22/10/2012,7100,7250,7100,7100,3315000
23/10/2012,7100,7200,7050,7100,5246500
24/10/2012,6950,7150,6950,6950,5644000
25/10/2012,7250,7250,6950,7250,4413000
29/10/2012,7250,7250,7150,7250,2543000
30/10/2012,7350,7350,7200,7350,1601500
31/10/2012,7150,7300,7100,7150,4187000
01/11/2012,7100,7200,7000,7100,5375000
02/11/2012,7050,7150,7000,7050,2898000
05/11/2012,7000,7200,6900,7000,8689500
06/11/2012,7300,7300,6900,7300,3791000
07/11/2012,7250,7250,7100,7250,4796500
08/11/2012,7300,7300,7100,7300,2190000
09/11/2012,7250,7300,7100,7250,979000
12/11/2012,7250,7300,7200,7250,511000
13/11/2012,7200,7300,7200,7200,1395000
14/11/2012,7300,7300,7200,7300,4453500
19/11/2012,7200,7200,7100,7200,1087500
20/11/2012,7150,7300,7150,7150,1070500
21/11/2012,7200,7200,7100,7200,1043500
22/11/2012,7450,7500,7100,7450,8156500
23/11/2012,7450,7550,7400,7450,4317500
26/11/2012,7450,7500,7350,7450,434000
27/11/2012,7350,7450,7350,7350,1717000
28/11/2012,7300,7400,7200,7300,3587500
29/11/2012,7400,7400,7350,7400,2777500
30/11/2012,7400,7450,7350,7400,949000
03/12/2012,7450,7500,7300,7450,3535500
04/12/2012,7600,7600,7450,7600,7861000
05/12/2012,7750,7850,7550,7750,3954500
06/12/2012,8200,8300,7750,8200,2923500
07/12/2012,7950,8200,7850,7950,2367000
10/12/2012,7800,8000,7750,7800,3957500
11/12/2012,7900,8000,7750,7900,4121500
12/12/2012,7900,7950,7750,7900,2431000
13/12/2012,7800,7900,7800,7800,2118500
14/12/2012,7800,7850,7750,7800,1575000
17/12/2012,7850,7950,7750,7850,4536500
18/12/2012,7800,7850,7750,7800,2792000
19/12/2012,7650,7850,7500,7650,1113000
20/12/2012,7500,7650,7450,7500,2224500
21/12/2012,8050,8100,7500,8050,3190000
26/12/2012,8000,8100,7950,8000,1689000
27/12/2012,8100,8200,8000,8100,5394500
28/12/2012,7800,8200,7800,7800,2817500
02/01/2013,8000,8000,7800,8000,1768000
03/01/2013,8000,8700,8000,8000,4394000
04/01/2013,8000,8000,7900,8000,1682500
07/01/2013,7950,8100,7950,7950,3870000
08/01/2013,8100,8150,7950,8100,2534000
09/01/2013,7900,8100,7900,7900,1824500
10/01/2013,7750,7950,7750,7750,2023000
11/01/2013,7750,7900,7600,7750,2630500
14/01/2013,7950,7950,7750,7950,515500
15/01/2013,8000,8000,7850,8000,1692000
16/01/2013,7900,8000,7850,7900,1156000
17/01/2013,7950,7950,7850,7950,2565000
18/01/2013,7950,7950,7850,7950,2743500
21/01/2013,7900,7950,7850,7900,1961500
23/01/2013,8050,8050,7950,8050,2590500
25/01/2013,8100,8150,7950,8100,3669500
28/01/2013,8050,8150,8000,8050,4154000
29/01/2013,8050,8150,8050,8050,4166000
30/01/2013,8000,8150,7950,8000,3573500
31/01/2013,8000,8050,7900,8000,2827000
01/02/2013,8100,8100,7950,8100,3334000
04/02/2013,8100,8100,7950,8100,2771500
05/02/2013,8100,8150,7950,8100,2037500
06/02/2013,8050,8150,8050,8050,2150500
07/02/2013,8050,8150,8000,8050,2189500
