x,open,high,low,close
1995-06-02T00:00:00.000,6260,6260,6260,6260
1995-06-12T00:00:00.000,6300,6300,6300,6300
1995-06-13T00:00:00.000,6400,6400,6400,6400
1995-06-14T00:00:00.000,6400,6400,6400,6400
1995-06-19T00:00:00.000,6600,6600,6600,6600
1995-06-20T00:00:00.000,6600,6600,6600,6600
1995-07-03T00:00:00.000,6605,6605,6605,6605
1995-07-04T00:00:00.000,6600,6600,6600,6600
1995-07-05T00:00:00.000,6600,6600,6600,6600
1995-07-10T00:00:00.000,6605,6605,6605,6605
1995-07-11T00:00:00.000,6600,6600,6600,6600
1995-07-12T00:00:00.000,6605,6605,6605,6605
1995-07-18T00:00:00.000,6610,6620,6610,6620
1995-07-19T00:00:00.000,6620,6630,6620,6630
1995-07-20T00:00:00.000,6600,6600,6600,6600
1995-07-21T00:00:00.000,6700,6700,6700,6700
1995-07-25T00:00:00.000,6700,6710,6700,6710
1995-07-27T00:00:00.000,6710,6710,6710,6710
1995-07-31T00:00:00.000,6700,6700,6700,6700
1995-08-01T00:00:00.000,6800,6800,6700,6700
1995-08-04T00:00:00.000,6700,6700,6700,6700
1995-08-14T00:00:00.000,6740,6760,6740,6760
1995-08-16T00:00:00.000,6740,6740,6740,6740
1995-08-18T00:00:00.000,6740,6740,6740,6740
1995-08-21T00:00:00.000,6745,6745,6745,6745
1995-08-25T00:00:00.000,7000,7000,6940,6940
1995-08-28T00:00:00.000,6900,6900,6860,6860
1995-08-29T00:00:00.000,6800,6800,6800,6800
1995-08-30T00:00:00.000,6800,6800,6800,6800
1995-08-31T00:00:00.000,6800,6900,6800,6900
1995-09-01T00:00:00.000,6900,6900,6900,6900
1995-09-06T00:00:00.000,6900,6900,6900,6900
1995-09-07T00:00:00.000,6900,6900,6900,6900
1995-09-08T00:00:00.000,6900,6900,6900,6900
1995-09-13T00:00:00.000,6800,6800,6800,6800
1995-09-15T00:00:00.000,6800,6800,6780,6800
1995-09-18T00:00:00.000,6800,6800,6795,6795
1995-09-20T00:00:00.000,6795,6800,6795,6800
1995-09-28T00:00:00.000,6800,6800,6800,6800
1995-09-29T00:00:00.000,6800,6800,6800,6800
1995-10-09T00:00:00.000,6790,6800,6790,6800
1995-10-10T00:00:00.000,6780,6800,6780,6800
1995-10-17T00:00:00.000,6700,6700,6700,6700
1995-10-19T00:00:00.000,6600,6600,6600,6600
1995-10-24T00:00:00.000,6400,6400,6400,6400
1995-11-14T00:00:00.000,6300,6300,6260,6280
1995-11-15T00:00:00.000,6290,6290,6260,6260
1995-11-16T00:00:00.000,6240,6240,6220,6240
1995-11-17T00:00:00.000,6160,6160,6160,6160
1995-11-20T00:00:00.000,6200,6200,6200,6200
1995-11-21T00:00:00.000,6100,6100,6080,6080
1995-11-22T00:00:00.000,6080,6080,6080,6080
1995-11-24T00:00:00.000,6000,6000,6000,6000
1995-11-28T00:00:00.000,5850,5850,5850,5850
1995-11-29T00:00:00.000,5850,5850,5850,5850
1995-11-30T00:00:00.000,5850,5850,5850,5850
1995-12-01T00:00:00.000,5800,5800,5800,5800
1995-12-04T00:00:00.000,5800,5800,5800,5800
1995-12-05T00:00:00.000,5800,5800,5800,5800
1995-12-06T00:00:00.000,5800,5800,5800,5800
1995-12-07T00:00:00.000,5800,5800,5800,5800
1995-12-14T00:00:00.000,5760,5800,5760,5800
1995-12-15T00:00:00.000,5760,5760,5740,5740
1995-12-19T00:00:00.000,5600,5600,5600,5600
1995-12-22T00:00:00.000,5595,5595,5585,5585
1995-12-27T00:00:00.000,5585,5585,5500,5540
1995-12-28T00:00:00.000,5540,5540,5500,5500
1996-01-02T00:00:00.000,5400,5400,5400,5400
1996-01-03T00:00:00.000,5400,5400,5400,5400
1996-01-04T00:00:00.000,5400,5400,5340,5340
1996-01-05T00:00:00.000,5400,5400,5400,5400
1996-01-10T00:00:00.000,5400,5400,5400,5400
1996-01-12T00:00:00.000,5400,5400,5400,5400
1996-01-15T00:00:00.000,5500,5500,5500,5500
1996-01-16T00:00:00.000,5500,5600,5500,5600
1996-01-22T00:00:00.000,6400,6400,6400,6400
1996-01-23T00:00:00.000,6600,6600,6600,6600
1996-01-24T00:00:00.000,6600,6600,6600,6600
1996-01-25T00:00:00.000,7000,7000,7000,7000
1996-01-26T00:00:00.000,7000,7000,7000,7000
1996-01-29T00:00:00.000,7000,7000,7000,7000
1996-01-30T00:00:00.000,7000,7000,7000,7000
1996-02-01T00:00:00.000,7300,7300,7300,7300
1996-02-07T00:00:00.000,7400,7600,7400,7500
1996-02-14T00:00:00.000,7580,7600,7500,7500
1996-02-15T00:00:00.000,7500,7600,7500,7600
1996-02-16T00:00:00.000,7640,7640,7640,7640
1996-02-26T00:00:00.000,7640,7640,7640,7640
1996-02-29T00:00:00.000,7720,7800,7720,7800
1996-03-01T00:00:00.000,7800,7800,7800,7800
1996-03-04T00:00:00.000,7800,7800,7800,7800
1996-03-05T00:00:00.000,7820,7820,7800,7800
1996-03-06T00:00:00.000,7800,7800,7800,7800
1996-03-08T00:00:00.000,7790,7790,7790,7790
1996-03-11T00:00:00.000,7740,7740,7740,7740
1996-03-12T00:00:00.000,7740,7740,7740,7740
1996-03-14T00:00:00.000,7720,7720,7700,7700
1996-03-15T00:00:00.000,7600,7600,7600,7600
1996-03-18T00:00:00.000,7600,7600,7600,7600
1996-03-19T00:00:00.000,7600,7600,7600,7600
1996-03-20T00:00:00.000,7560,7600,7560,7600
1996-03-22T00:00:00.000,7600,7600,7600,7600
1996-03-25T00:00:00.000,7595,7600,7595,7600
1996-03-26T00:00:00.000,7600,7600,7480,7480
1996-03-28T00:00:00.000,7500,7600,7500,7600
1996-04-01T00:00:00.000,7600,7600,7600,7600
1996-04-02T00:00:00.000,7600,7600,7600,7600
1996-04-11T00:00:00.000,7600,7600,7600,7600
1996-04-16T00:00:00.000,7500,7500,7500,7500
1996-04-17T00:00:00.000,7500,7500,7500,7500
1996-04-18T00:00:00.000,7500,7500,7500,7500
1996-05-14T00:00:00.000,7400,7400,7300,7300
1996-05-15T00:00:00.000,7200,7200,7200,7200
1996-05-17T00:00:00.000,7200,7200,7160,7160
1996-05-20T00:00:00.000,7100,7100,7100,7100
1996-05-21T00:00:00.000,7000,7000,7000,7000
1996-05-22T00:00:00.000,7000,7000,7000,7000
1996-05-27T00:00:00.000,6940,6940,6940,6940
1996-05-28T00:00:00.000,6940,7000,6940,7000
1996-06-03T00:00:00.000,6990,6990,6980,6990
1996-06-07T00:00:00.000,6985,6985,6960,6960
1996-06-10T00:00:00.000,6915,6920,6915,6920
1996-06-28T00:00:00.000,6880,6880,6880,6880
1996-07-01T00:00:00.000,6800,6800,6780,6780
1996-07-02T00:00:00.000,6740,6740,6730,6730
1996-07-03T00:00:00.000,6700,6700,6675,6680
1996-07-05T00:00:00.000,6680,6680,6600,6600
