Date,Code,Type,Sec. Num,Price,Local IS,Local CP,Local PF,Local IB,Local ID,Local MF,Local SC,Local FD,Local OT,Total,Foreign IS,Foreign CP,Foreign PF,Foreign IB,Foreign ID,Foreign MF,Foreign SC,Foreign FD,Foreign OT,Total
31-Okt-2018,AALI,EQUITY,1924688333,12000,49567285,2845424,57752499,49700,48879685,68195891,345798,1731886,4928327,234296495,1599554,5808337,19987789,21931692,1673661,61113951,29990878,386922,14000214,156492998
31-Okt-2018,ABBA,EQUITY,2755125000,101,20346100,1563497565,0,0,698573375,0,174043,0,410000,2283001083,0,0,0,292886300,3680400,0,206800,0,0,296773500
31-Okt-2018,ABDA,EQUITY,620806680,7000,21885,47363182,0,98,47935598,0,8100,875784,0,96204647,0,426160055,0,97400000,500,0,0,0,62,523560617
31-Okt-2018,ABMM,EQUITY,2753165000,2190,11370000,6961500,1600,0,35571626,6268200,4993774,0,0,65166700,0,56116500,0,35250400,651500,296268000,4500,0,152238400,540529300
31-Okt-2018,ACES,EQUITY,17150000000,1370,296067327,114183500,24777088,0,147747911,243981701,736,1250000,89400,828097663,33162700,323899387,530758453,578500533,315100,3290812782,322380915,11056415,946016052,6036902337
31-Okt-2018,ACST,EQUITY,700000000,1380,252560,478072440,4676020,0,34418296,22886660,1187984,350000,0,541843960,0,12421600,6937800,21876580,12132140,30714180,4466680,2205700,67401360,158156040
31-Okt-2018,ADES,EQUITY,589896800,890,108000,117000,220000,350,31575577,942100,411,25000,0,32988438,0,540301713,0,14703821,630400,0,250000,0,0,555885934
31-Okt-2018,ADFO,EQUITY,745543638,0,10000,115720120,0,0,58102000,0,2013000,0,0,175845120,0,147319420,0,46500,144476570,0,0,0,243009528,534852018
31-Okt-2018,ADHI,EQUITY,3560849376,1125,209997275,16705758,95686253,5000,494638728,367689346,17644822,17317171,600,1219684953,1327732,28441039,43367860,23746776,2360221,285660260,53862021,0,86341890,525107799
31-Okt-2018,ADMF,EQUITY,1000000000,8200,4366800,475200,0,920700000,23296700,21324400,41500,0,0,970204600,0,18100,49500,13581200,391800,11518000,261400,0,3925400,29745400
31-Okt-2018,ADMG,EQUITY,3889179559,370,500000,994880000,2993000,0,383211187,83,6095413,0,0,1387679683,0,4772300,2482282,30432818,1351000,54938600,25324600,0,7513500,126815100
31-Okt-2018,ADRO,EQUITY,31985962000,1650,1207106100,15572786143,950980000,0,5987621344,952069255,34339289,32741900,1556300,24739200331,106311404,866159902,864493056,925799045,17125942,1995337564,501552399,51159200,1918823157,7246761669
