Date,Code,Type,Sec. Num,Price,Local IS,Local CP,Local PF,Local IB,Local ID,Local MF,Local SC,Local FD,Local OT,Total,Foreign IS,Foreign CP,Foreign PF,Foreign IB,Foreign ID,Foreign MF,Foreign SC,Foreign FD,Foreign OT,Total
30-Jun-2020,AALI,EQUITY,1924688333,8225,88285214,3353145,23178152,49700,66578858,62925026,492236,2207298,4881927,251951556,1688910,5754225,17925012,16031170,768019,48305428,28733400,386922,19244851,138837937
30-Jun-2020,ABBA,EQUITY,2755125000,50,0,1692066565,0,0,593545899,0,151143,100200,0,2285863807,0,5000,0,10000000,17600,0,1001900,0,0,11024500
30-Jun-2020,ABDA,EQUITY,620806680,6000,21885,47368182,0,98,47940272,0,7500,873284,0,96211221,0,426143055,0,97413000,500,0,0,0,62,523556617
30-Jun-2020,ABMM,EQUITY,2753165000,1400,11370000,6961500,1600,0,39860700,6240000,710300,0,0,65144100,0,57405400,0,34678500,426600,295799000,4500,0,152237900,540551900
30-Jun-2020,ACES,EQUITY,17150000000,1510,394936727,129132500,27091245,0,189737711,295910479,305540,2049100,7500,1039170802,16388141,645381658,803895539,500546498,387400,2650501565,178530368,4293799,1025904230,5825829198
30-Jun-2020,ACST,EQUITY,700000000,256,252560,483049440,7901000,0,82968716,50681440,904,78600,0,624932660,0,11665220,0,14989580,3108900,432300,6303500,0,38567840,75067340
30-Jun-2020,ADES,EQUITY,589896800,865,108000,137000,208500,350,31800277,692500,411,25000,0,32972038,0,540501713,0,14954021,196600,0,250000,0,0,555902334
30-Jun-2020,ADHI,EQUITY,3560849376,610,176970537,11788366,81781892,5000,926920195,185394141,8104880,17802651,256400,1409024062,263000,30753988,34714161,38671646,13297771,94785770,51759634,0,71522720,335768690
30-Jun-2020,ADMF,EQUITY,1000000000,7200,4366800,568400,0,920700000,32089400,16196700,136,0,0,973921436,32700,75400,522242,11893264,423200,6247266,2448700,57100,4278692,25978564
30-Jun-2020,ADMG,EQUITY,3889179559,101,1030000,994200100,2993000,0,464906687,83,450027,0,0,1463579897,0,0,0,35597747,2358400,0,12808696,0,150043,50914886
30-Jun-2020,ADRO,EQUITY,31985962000,995,2127160200,15698465170,156811200,0,6080089642,1073747939,16295374,32903800,1802700,25187276025,132793543,935903616,764767942,1128825231,16684342,1516508368,425280460,77682000,1800240473,6798685975
30-Jun-2020,AGAR,EQUITY,1000000000,486,0,793085400,0,0,206892200,0,0,0,0,999977600,0,200,0,0,22200,0,0,0,0,22400
30-Jun-2020,AGII,EQUITY,3066660000,530,0,1409463257,23409100,0,137955700,85200,100,0,0,1570913357,0,2230700,0,231356560,209000,2825800,147286600,0,78973800,462882460
30-Jun-2020,AGRO,EQUITY,21343290230,122,376154200,2556344,1238753046,18528184847,805736440,75410498,1364423,103537484,2804500,21134501782,0,393234,0,8221736,3222612,0,2533240,0,2815853,17186675
30-Jun-2020,AGRS,EQUITY,11226007038,96,0,58085203,0,20158930,47539573,1174500,0,0,1434781,128392987,0,150416362,0,0,1431191,0,55100,0,6828064340,6979966993
30-Jun-2020,AHAP,EQUITY,2940000000,50,1827142432,220709781,0,0,499281218,0,4050,0,0,2547137481,147816500,0,0,0,240601765,0,103341,0,55,388521661
30-Jun-2020,AIMS,EQUITY,220000000,180,0,184461690,0,0,35367710,0,18100,0,0,219847500,0,0,0,100,2000,0,400,0,0,2500
