Date,Code,Type,Sec. Num,Price,Local IS,Local CP,Local PF,Local IB,Local ID,Local MF,Local SC,Local FD,Local OT,Total,Foreign IS,Foreign CP,Foreign PF,Foreign IB,Foreign ID,Foreign MF,Foreign SC,Foreign FD,Foreign OT,Total
30-Apr-2019,AALI,EQUITY,1924688333,10875,52727664,2206145,57816955,49700,52875320,63278495,432812,1686686,4806527,235880304,1601254,4630657,15801871,21018406,1470373,63893318,30558362,386922,15548026,154909189
30-Apr-2019,ABBA,EQUITY,2755125000,137,0,1529450965,0,0,747710375,0,171043,0,0,2277332383,0,0,0,16069800,2371400,0,1114700,0,0,19555900
30-Apr-2019,ABDA,EQUITY,620806680,6900,21885,47362382,0,98,47938772,0,7500,873384,0,96204021,0,426147055,0,97416200,500,0,0,0,62,523563817
30-Apr-2019,ABMM,EQUITY,2753165000,2040,11370000,6961500,1600,0,40099500,6276200,435500,0,0,65144300,0,57405400,0,34678400,426500,295799000,4500,0,152237900,540551700
30-Apr-2019,ACES,EQUITY,17150000000,1650,231622327,67876900,19588088,0,194664611,138114646,902008,635000,10500,653414080,45219300,311086352,935113754,570432467,618100,3113874944,312783871,8054993,914402139,6211585920
30-Apr-2019,ACST,EQUITY,700000000,1585,252560,478133340,3908300,0,33092116,31965040,265804,0,0,547617160,0,10765200,8872300,22837580,8852220,25652380,6802500,0,68600660,152382840
30-Apr-2019,ADES,EQUITY,589896800,1090,108000,117500,208500,350,31511077,1042100,411,25000,0,33012938,0,540301713,0,14703821,605900,0,250000,0,0,555861434
30-Apr-2019,ADFO,EQUITY,745543638,0,10000,115720120,0,0,58212000,0,1903000,0,0,175845120,0,147319420,0,46500,144476570,0,0,0,243009528,534852018
30-Apr-2019,ADHI,EQUITY,3560849376,1740,190921675,9176747,90324280,5000,483481828,329653494,32212658,19650571,170500,1155596753,5708532,47517039,38781332,37023656,2412821,259186908,56910121,0,141655590,589195999
30-Apr-2019,ADMF,EQUITY,1000000000,10025,4366800,463900,0,920700000,23769200,19820900,41500,0,0,969162300,0,0,219500,13135400,441200,12802000,305500,26300,3857800,30787700
30-Apr-2019,ADMG,EQUITY,3889179559,282,1030000,995450000,2993000,0,383842387,1850083,5803413,0,0,1390968883,0,2252300,2482282,41580718,2829600,54938600,15009600,0,4432800,123525900
30-Apr-2019,ADRO,EQUITY,31985962000,1305,1258009500,15632997871,965445000,0,6490007942,844865742,27315413,32433800,1649400,25252724668,102020027,898401343,694340831,971465714,18643942,1861250886,521465644,48900000,1616748945,6733237332
30-Apr-2019,AGII,EQUITY,3066660000,550,0,867025857,23409100,0,126312300,2064600,1500000,0,0,1020311857,0,45950500,0,136878760,103200,70648000,169048500,44667700,66187300,533483960
30-Apr-2019,AGRO,EQUITY,21343290230,324,392774200,4391144,1240121746,18529291185,727328402,134371798,7601923,103537484,2204500,21141622382,0,233234,0,584236,3827712,0,2955040,0,2465853,10066075
30-Apr-2019,AGRS,EQUITY,5256176644,308,0,5550323,0,0,9623675,1587900,0,0,0,16761898,0,149932000,0,0,1802300,0,61200,0,5035057480,5186852980
30-Apr-2019,AHAP,EQUITY,2940000000,64,1827142432,227605366,0,0,491003768,980000,3965,0,0,2546735531,147816500,0,0,0,240999215,0,107841,0,55,388923611
30-Apr-2019,AIMS,EQUITY,220000000,180,0,184461690,0,0,35367710,0,18100,0,0,219847500,0,0,0,0,2000,0,500,0,0,2500
30-Apr-2019,AISA,EQUITY,3218600000,168,772100,217538886,9729500,0,1196339389,21822300,938582,590000,9154615,1456885372,250000,913939985,2082500,147078705,14405300,364295622,78891400,0,240143116,1761086628
30-Apr-2019,AKKU,EQUITY,6449463636,50,0,5708130000,0,0,445943836,0,73199400,0,0,6227273236,0,196089300,0,0,1058800,0,2042300,0,23000000,222190400
30-Apr-2019,AKPI,EQUITY,680000000,590,4000,213183673,0,2,28589271,17500,2122,0,0,241796568,0,0,34,1,503,0,97500,0,10300,108338
30-Apr-2019,AKRA,EQUITY,4014694920,4450,101149500,446395200,20109900,0,113881211,161266182,4691528,1548200,666300,849708021,3672900,78804442,114045162,108178830,7549200,659050647,58147064,53500,193159334,1222661079
30-Apr-2019,AKSI,EQUITY,720000000,296,0,24915400,0,0,1384000,0,0,0,0,26299400,0,0,0,0,100,0,10000,0,0,10100
30-Apr-2019,ALDI,EQUITY,398260000,0,0,105000,0,0,170855500,0,2446000,0,0,173406500,0,80000,0,100000,105000,0,43500,0,0,328500
30-Apr-2019,ALDO,EQUITY,1100000000,350,0,855877869,0,0,244027831,0,100,0,0,1099905800,0,0,0,0,94200,0,0,0,0,94200
30-Apr-2019,ALKA,EQUITY,507665055,404,0,11021250,0,77500,24111405,0,46200,0,0,35256355,0,0,0,260000,2557223,0,33000,0,0,2850223
30-Apr-2019,ALMI,EQUITY,616000000,482,0,96602040,0,0,48495300,0,303000,0,0,145400340,0,32823800,0,70000,395900,0,802700,0,0,34092400
30-Apr-2019,ALTO,EQUITY,2191870558,390,0,1496292449,0,0,409292724,1000000,276401885,0,0,2182987058,0,0,0,7560000,36000,0,1036000,0,0,8632000
30-Apr-2019,AMAG,EQUITY,5001552516,300,0,48000,185066933,388000000,21167796,0,23887500,0,0,618170229,0,30366300,0,36128700,10834700,41048400,62566800,0,12894300,193839200
30-Apr-2019,AMFG,EQUITY,434000000,5650,23500,11346782,94500,0,17194200,2781200,73776,3800,0,31517758,0,18685100,149100,8395500,10862400,13672000,1186359,0,297783,53248242
30-Apr-2019,AMIN,EQUITY,1080000000,432,0,20688800,0,0,104995000,0,26333400,0,0,152017200,0,17438300,0,0,68571700,0,192800,0,1780000,87982800
30-Apr-2019,AMRT,EQUITY,41524501700,1025,136441400,23870039410,30756400,0,2792993235,63733100,397,12280400,0,26906244342,0,4721387915,177173200,2395283838,420500,2228790700,2121008441,630500,2973562264,14618257358
30-Apr-2019,ANDI,EQUITY,1870000000,1620,0,4433500,100000,0,127405100,306249500,53810900,0,0,491999000,0,0,0,8001000,0,0,0,0,0,8001000
30-Apr-2019,ANJT,EQUITY,3354175000,930,161038300,95766751,0,0,78594312,100,0,0,0,335399463,5674300,0,2000,809900,8599937,0,1544300,0,2145100,18775537
30-Apr-2019,ANTM,EQUITY,24030764725,865,1891215338,59098147,766805836,0,2294882939,1496793336,72011428,17964775,725100,6599496899,4744818,120217984,105588307,314666178,12784661,649650777,332603786,490500,225995895,1766742906
30-Apr-2019,APEX,EQUITY,2659850000,915,0,1968183744,0,0,53521620,0,2800,0,0,2021708164,0,352970027,0,113257621,1930000,0,89187,0,92181329,560428164
